SMILES,MP,MW,Structure_Cluster,MP_bin,Stratify_Label,cv_fold
COC(=O)CN1C(=O)c2c([C@@]1(O)c1cccc(c1)[N+](=O)[O-])cccc2,157.85,342.307,4,2,4_2,1
CCCCCCCCC(=O)CC,9.0,170.296,0,0,0_0,2
[O-][N+](=O)OCCC,-100.0,105.093,0,0,0_0,7
CC(=C)C(=O)OCC1CO1,-82.0,142.154,0,0,0_0,3
OCC1OC(CC1F)n1ccc(=O)[nH]c1=O,186.0,230.195,2,3,2_3,4
O[C@@H](C[C@H](CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1,159.95,558.65,4,2,4_2,7
Clc1ccc(cc1)Cc1n[nH]c(=O)n1N,180.85,224.651,2,3,2_3,3
O=C(Nc1ccc(cc1C)c1ccc(c(c1)C)NC(=O)CC(=O)C)CC(=O)C,212.0,380.444,4,3,4_3,2
C=CS(=O)(=O)c1ccccc1,69.0,168.217,2,1,2_1,6
c1ccc(cc1)C(n1cncc1)(c1ccccc1)c1ccccc1,222.0,310.4,5,3,5_3,3
N#Cc1c(C)cccc1C,90.0,131.178,0,1,0_1,8
O=C(C(c1ccccc1)(O)C)c1ccccc1,65.0,226.275,5,1,5_1,7
Cl/C(=C\c1ccccc1)/c1ccccc1,53.5,214.695,5,1,5_1,4
c1ccc(c(c1)P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,187.0,446.47,5,3,5_3,8
Clc1cc(C)c(c(c1)Cl)N,44.0,176.046,0,0,0_0,4
C=C[Si](C)(C)C,-132.0,100.237,0,0,0_0,2
O=C1C=CC2C1C1C=CC2C1,56.0,146.189,0,1,0_1,1
Cc1ccc(s1)c1ccccc1,48.0,174.268,0,1,0_1,2
ClC([N+](=O)[O-])(Cl)Cl,-69.2,164.375,0,0,0_0,5
[O-][N+](=O)c1cccc(c1)c1nnc2n1NC(S2)/C=C/c1ccccc1,191.0,351.391,4,3,4_3,3
C1=CC2(C3C1C1C=CC3C31CC3)CC2,45.0,184.282,1,0,1_0,2
SCC(C(=O)O)NC(=O)C,109.5,163.198,2,2,2_2,1
ClCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)F,196.25,410.913,1,3,1_3,1
CN(c1ccc(cc1)N(C)C)C,50.0,164.252,0,1,0_1,9
CCOC(=O)C1=C(C)NC(=O)NC1C,190.0,198.222,2,3,2_3,8
N#Cc1ccc(c(c1)[N+](=O)[O-])O,141.0,164.12,2,2,2_2,4
O/N=C/c1cccc2c1cccc2Br,134.0,250.095,5,2,5_2,9
OC(=O)c1ccccc1F,124.0,140.113,2,2,2_2,5
CC(CC)CC(=O)O,-42.0,116.16,0,0,0_0,7
COc1ccc(cc1)C(C(=O)O)C,99.0,180.203,2,1,2_1,3
Clc1nc(Cl)[nH]c(=Nc2ccccc2Cl)n1,159.5,275.526,2,2,2_2,2
Cc1cccc(c1NC1=NCCCS1)C,140.0,220.341,5,2,5_2,3
O=C(C(F)(F)F)CC(=O)c1ccco1,21.0,206.119,2,0,2_0,7
O=P(C1C2=C(CCCC2)OC2=C1CCCC2)(c1ccccc1)c1ccccc1,157.0,390.463,5,2,5_2,0
CB(O)O,92.0,59.861,0,1,0_1,6
CCC1CN2CCC1CC2C(c1ccnc2c1cccc2)O,268.5,296.414,5,3,5_3,6
CCCCCc1ccc(cc1)C#Cc1ccc(cc1)OCC,62.0,292.422,5,1,5_1,9
O=C1CCC2C(=C1O)CCC1C2CCC2(C1CCC2O)C,189.0,290.403,1,3,1_3,0
NNC(=O)c1ccccc1N,123.0,151.169,2,2,2_2,7
N#CCCCCCCCCC#N,6.0,164.252,0,0,0_0,9
Nc1ccc(c(c1)C)[N+](=O)[O-],135.0,152.153,2,2,2_2,5
CC(=O)N1CC(C=C1c1ccccc1)c1ccccc1,105.0,263.34,5,1,5_1,9
CC(NP(=O)(NC(C)C)F)C,65.0,182.179,2,1,2_1,9
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])I,89.0,294.004,2,1,2_1,7
OC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,77.0,249.266,2,1,2_1,3
OCCN(Cn1nc(cc1C)C)Cn1nc(cc1C)C,83.0,277.372,5,1,5_1,0
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1CCCO1,273.0,387.44,4,3,4_3,3
OC(=O)c1cc(F)cc(c1)F,121.0,158.103,2,2,2_2,5
Oc1ccccc1Cc1ccccc1,52.0,184.238,5,1,5_1,5
N#Cc1ccc(cc1)NS(=O)(=O)C,194.0,196.231,2,3,2_3,1
OB(c1cocc1)O,142.0,111.893,0,2,0_2,8
Clc1ccc(cc1)NNC1=C(C)N=NC1=O,216.0,236.662,2,3,2_3,2
ClC(=O)c1ccccc1C(=O)Cl,12.0,203.024,2,0,2_0,6
COc1ccccc1C1(C)CCc2c(-c3c1cc(o3)C)c1c(o2)cccc1,158.0,358.437,5,2,5_2,1
Clc1ccc2c(c1)nc(o2)N,184.0,168.583,0,3,0_3,7
CC(=O)OC1C(OC(=O)C)C2COC(C1OC(=O)C)O2,110.0,288.252,4,2,4_2,4
OB(c1ccc(c(c1)C(=O)O)F)O,218.0,183.931,2,3,2_3,2
Cn1c(=S)sc2c1cccc2,90.0,181.285,0,1,0_1,3
OC1Cc2sc(cc2S(=O)(=O)C1)S(=O)(=O)N,187.0,283.352,2,3,2_3,2
COC1(OC)CCC2(C(C1)(C)CCC1C2CCC2(C1(O)CCC2=O)C)C,176.0,364.526,1,3,1_3,5
OC(=O)COc1ccc(cc1)C(=O)C,173.0,194.186,2,3,2_3,6
O=P(c1ccccc1)c1ccccc1,54.0,202.193,5,1,5_1,6
CCOC(=O)C(C(=O)OCC)N=C(O)C,98.0,217.221,2,1,2_1,6
CCC(OC)(OC)OC,58.0,134.175,0,1,0_1,6
Brc1cccc2c1Oc1cccc(c1O2)Br,207.0,341.986,5,3,5_3,6
O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,63.0,141.214,0,1,0_1,5
Oc1ccc2c(c1/N=N/c1ccc(cc1)/N=N/c1ccccc1)cccc2,195.0,352.397,5,3,5_3,5
C1CC=CCCC=C1,-69.0,108.184,0,0,0_0,3
OC(=O)c1c(O)cccc1Br,169.8,217.018,2,3,2_3,7
CC(c1ccc(cc1)Cc1ccc(cc1)C(C)(C)C)(C)C,72.0,280.455,5,1,5_1,2
CCC1=CCCCC1,-110.0,110.2,0,0,0_0,3
ClCc1c(C)ccc2c1ccc(c2CCl)C,228.0,253.172,5,3,5_3,9
C=Cc1c(C)cc(cc1C)C,-37.0,146.233,0,0,0_0,0
CC(=O)CBr,-36.5,136.976,0,0,0_0,7
ClCc1ccc2c(c1)OCO2,20.5,170.595,0,0,0_0,2
CCCCCCCCCCCCN1c2ccccc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C,109.0,476.661,4,2,4_2,1
COc1cc(/C=C/C(=O)C)ccc1O,129.0,192.214,2,2,2_2,5
COc1nccnc1N(S(=O)(=O)c1ccc(cc1)N)C(=O)C,199.0,322.346,4,3,4_3,8
ClCC(CCl)O,-4.0,128.986,0,0,0_0,2
C1CCC(CC1)P(C1CCCCC1)C1CCCCC1,77.0,280.436,3,1,3_1,1
CC([N+](C)(C)C)CN1c2ccccc2Sc2c1cccc2.COS(=O)(=O)[O-],208.0,410.561,4,3,4_3,0
CCCCc1ccccn1,97.0,135.21,0,1,0_1,9
Ic1cnc(nc1)N,219.0,221.001,0,3,0_3,4
CCCC(n1nc2c(n1)cccc2)C(=O)N,126.5,218.26,2,2,2_2,9
CCCCCCCCSCCCCCCCC,1.0,258.515,3,0,3_0,1
O=Cc1cnccc1N,110.0,122.127,0,2,0_2,0
O=C=Nc1cccc(c1)N=C=O,48.0,160.132,2,1,2_1,2
COc1ccc(c2c1c(=O)c2=O)OC,191.0,192.17,2,3,2_3,3
O=C1CC(=O)C=C(O1)C,188.0,126.111,0,3,0_3,1
NNC(=O)c1cc(OC)c(c(c1)OC)O,156.0,212.205,2,2,2_2,5
COc1ccc(cc1B(O)O)Cl,138.0,186.403,2,2,2_2,0
CNCC(c1cccc(c1)NS(=O)(=O)C)O,159.0,244.316,2,2,2_2,7
CC(=O)OCC=C,6.0,100.117,0,0,0_0,3
COC1=C(OC)C(=O)O/C/1=C\C1CCC=CC21OC(=O)C(=C2OC)OC,119.0,364.35,4,2,4_2,9
CCCCCc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C#N,129.0,325.455,5,2,5_2,6
CCOC(=O)c1c(SC)nn(c1N)C(=O)c1ccc(cc1)OC,160.0,335.385,4,2,4_2,4
O=C1NN=C(/C/1=C/c1ccccn1)c1c(O)c2ccccc2n(c1=O)C,292.0,346.346,4,3,4_3,2
N#Cc1ccncc1,78.0,104.112,0,1,0_1,5
OB(c1ccccc1c1ccccc1)O,179.0,198.03,5,3,5_3,9
CC(=O)Nc1cccc(c1)/C=C/C(=O)c1ccccc1,104.0,265.312,5,1,5_1,3
COC(=O)c1ccc(c(c1)[N+](=O)[O-])I,103.0,307.043,2,1,2_1,5
OC(=O)c1cccc(c1)OC(F)(F)F,89.0,206.119,2,1,2_1,6
CCC#CC,-109.0,68.119,0,0,0_0,8
[O-]/[N+](=N\c1ccccc1)/c1ccccc1,36.0,198.225,5,0,5_0,8
OC(=O)/C=C/c1ccccc1Cl,208.0,182.606,2,3,2_3,4
Clc1ccc(cc1N=C=O)Cl,30.0,188.013,0,0,0_0,1
O=C1OC2=CCOC(C2=C1)O,111.0,154.121,2,2,2_2,5
CNc1ccccc1,-57.0,107.156,0,0,0_0,9
COCCOC(=O)c1ccccc1C(=O)OCCOC,-45.0,282.292,2,0,2_0,8
OC(=O)CCc1ccc(cc1Cl)Cl,91.0,219.067,2,1,2_1,4
Cc1ccc(cc1Cl)S(=O)(=O)N,137.0,205.666,2,2,2_2,8
Fc1cccc(c1)C(F)(F)F,-81.5,164.101,0,0,0_0,8
Cc1cc(C)c(c(c1)C(C)(C)C)O,22.3,178.275,0,0,0_0,7
OC(=O)c1ccc(c(c1)C)C,166.0,150.177,2,2,2_2,8
CCCOC1OC(CO[N+](=O)[O-])C(C(C1O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],199.0,402.225,4,3,4_3,6
Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],298.0,275.22,4,3,4_3,2
O=C1NC(=S)NC(=O)C1=Cc1ccc(o1)c1ccc(cc1)Cl,280.0,332.768,4,3,4_3,9
FC=O,-142.2,48.016,0,0,0_0,1
Clc1cc(Cl)c(c(c1)I)N,80.0,287.915,0,1,0_1,8
O=C/C=C/C=C/c1ccccc1,42.5,158.2,0,0,0_0,3
CCC(C1CCCCC1)C1CCCCC1,-23.5,208.389,0,0,0_0,2
CC(F)C,-133.4,62.087,0,0,0_0,0
C=C1C(=O)C2(C(C1CC2)(C)C)C,45.0,164.248,0,0,0_0,7
Oc1ccnc(c1)O,278.0,111.1,0,3,0_3,6
Clc1cccc(c1)C(F)(F)F,-56.0,180.556,0,0,0_0,8
Nc1ccncc1Cl,51.0,128.562,0,1,0_1,3
OC(=O)/C=C/c1cc(C#CC(=O)O)cc(c1)Br,161.0,295.088,2,2,2_2,7
OCCN(c1nc2c(n1C)c(=O)n(c(=O)n2C)C)C,105.0,267.289,4,1,4_1,0
C=CCc1ccc(c(c1)OC)OC,-4.0,178.231,0,0,0_0,1
Cc1oc(C)cc(=O)c1,134.0,124.139,0,2,0_2,9
CC(=O)NC(=O)c1ccccc1O,148.0,179.175,2,2,2_2,3
N#Cc1cccc(c1)C#N,161.0,128.134,0,2,0_2,7
COC(=O)C1(CCCCC1)S(=O)(=O)c1ccc(cc1)C,145.5,296.388,2,2,2_2,8
Brc1ccc(c(c1)Br)O,37.0,251.905,0,0,0_0,8
OC1CCCC(C1)(C)C,11.5,128.215,0,0,0_0,2
O=C(c1ccccc1)CNc1cccc(c1)[N+](=O)[O-],169.0,256.261,5,3,5_3,5
ClC(=C(c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl)Cl,95.0,379.712,5,1,5_1,9
N#Cc1c([nH]c(=N)c2c1nc(cc2c1ccccc1)c1ccccc1)N1CCCC1,236.0,391.478,4,3,4_3,8
CCCCCCCCCCCC#N,4.0,181.323,3,0,3_0,9
CC(=O)ONC1CCSC1=O,112.0,175.209,2,2,2_2,8
CN(P(=O)(N1CC1)N1CC1)N=C(C)C,92.5,216.225,2,1,2_1,1
COc1cc([N+](=O)[O-])c(cc1OC)C(=O)O,194.0,227.172,2,3,2_3,3
OCc1cc(F)ccc1C(F)(F)F,50.0,194.127,2,1,2_1,0
Fc1cccc(c1c1nnc(nn1)c1ccccc1Cl)F,188.0,304.687,5,3,5_3,0
C=CCCCCCCC(=O)O,5.0,156.225,0,0,0_0,6
O=CC12CC=CCC2C2C(O1)CC=CC2,-80.0,204.269,2,0,2_0,0
C=CC(CCC1C(C)(O)CCC2C1(C)CCCC2(C)C)(O)C,97.0,308.506,1,1,1_1,0
c1ccc(cc1)c1ccc2c(c1)cccn2,110.0,205.26,5,2,5_2,3
COc1cc(ccc1O)CC(=O)O,143.0,182.175,2,2,2_2,7
OB(c1cccc(c1)c1ccccc1)O,209.0,198.03,5,3,5_3,7
O=C(N1CCC1C(=O)O)COC(=O)c1ccccc1,149.5,263.249,2,2,2_2,0
CCOC(=O)c1cccc(c1)O,74.0,166.176,2,1,2_1,3
CC(=C)C,-140.0,56.108,0,0,0_0,0
N#CC1=C(N)Oc2c(C1c1ccccc1)c(nn2c1ccccc1)C(F)(F)F,191.0,382.345,4,3,4_3,9
C=CCC1(C(C)C)C(=O)NC(=O)N(C1=O)C,56.5,224.26,2,1,2_1,7
O=C1OC(=O)c2c1cc(Cl)c(c2)Cl,186.0,217.007,2,3,2_3,6
Nc1cccnc1,61.0,94.117,0,1,0_1,0
FC(C(F)(F)F)Br,-80.0,180.926,0,0,0_0,8
CN(CC/C=C\1/c2ccccc2OCc2c1cccc2)C,185.0,279.383,5,3,5_3,4
[O-][N+](=O)c1ccc(c(c1)C)I,102.0,263.034,0,1,0_1,2
OB(c1cccnc1OCc1ccccc1)O,146.0,229.044,2,2,2_2,7
OC(=O)COc1ccccc1C,154.0,166.176,2,2,2_2,4
C#Cc1ccc(cc1)Cl,45.0,136.581,0,0,0_0,5
COc1cc(F)ccc1C(=O)C,52.0,168.167,2,1,2_1,6
COc1ccc(cc1C(CNC(=O)CN)O)OC,201.5,254.286,2,3,2_3,7
Cc1ccc(cc1)c1n[nH]nn1,251.0,160.18,0,3,0_3,9
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-2.0,264.75,0,0,0_0,5
CCOC(=O)c1cc2c(=O)oc3c(c2nc1C)cccc3,167.0,283.283,5,3,5_3,7
Cc1cccc(c1)NC(=O)c1cnc(c(n1)Cl)C(C)(C)C,99.0,303.793,5,1,5_1,8
C[C@H]1CCCC[C@@H]1O,-21.0,114.188,0,0,0_0,2
Clc1cc(Cl)c(c(c1)Cl)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,115.0,642.52,4,2,4_2,4
Brc1cnc(c(c1)N)Cl,131.0,207.458,0,2,0_2,5
C1CCCCNC1,-37.0,99.177,0,0,0_0,4
O=C1C=CC2(C(=C1)C(=C)CC1C2CCC2(C1CCC2=O)C)C,189.5,296.41,1,3,1_3,5
C[C@@H]1CCCC[C@@H]1C,-50.0,112.216,0,0,0_0,1
O=C=Nc1c(C)cc(cc1C)C,45.0,161.204,0,0,0_0,8
CC1CCCCC1=O,-14.0,112.172,0,0,0_0,4
O=S1CCC1,31.5,90.147,0,0,0_0,0
CCCCC1=NC2(C(=O)N1Cc1ccc(cc1)c1ccccc1c1nnn[nH]1)CCCC2,180.0,428.54,4,3,4_3,1
COc1ccc(cc1)C=C1C2=C(CCCC2)OC2=C1CCCC2,124.0,308.421,5,2,5_2,9
N#C/C(=C\c1ccc(cc1)N(C)C)/c1nc2c(n1C)cccc2,151.0,302.381,5,2,5_2,1
CCCCCCCCCCCCCCCCCCOCC(CO)O,70.5,344.58,3,1,3_1,9
CCCCCF,-120.0,90.141,0,0,0_0,2
Nc1ccc(cc1)O,188.0,109.128,0,3,0_3,0
[O-][N+](=O)c1c[nH]nc1,161.0,113.076,0,2,0_2,1
Brc1c2Oc3c(Oc2c(c(c1Br)Cl)Br)c(Br)c(c(c3Br)Cl)Br,385.0,726.46,5,3,5_3,2
CC1(C)COB(OC1)B1OCC(CO1)(C)C,183.0,225.89,2,3,2_3,8
OC=O.N,116.0,63.056,0,2,0_2,7
c1ccc(cc1)COc1cccc(c1)c1n[nH]nn1,209.0,252.277,5,3,5_3,7
CCCCCC(=O)CC,-23.0,128.215,0,0,0_0,8
CC(C(O)(C)C)C,-10.0,102.177,0,0,0_0,6
C1CCCC1,-94.0,70.135,0,0,0_0,9
ClC(=O)c1cccc(c1Cl)Cl,30.0,209.459,0,0,0_0,4
CC(c1ccccc1)/C=C/c1ccccc1,47.5,208.304,5,1,5_1,6
CCC1(C)CCCC1,-144.0,112.216,0,0,0_0,1
COC(=O)CC(=O)C,-80.0,116.116,0,0,0_0,0
Clc1nccc2c1cccc2,34.0,163.607,0,0,0_0,9
Clc1ccc2-c3c(C(=O)c2c1)cccc3,125.5,214.651,5,2,5_2,0
CN1CCN(CC1)C1=Nc2ccccc2Oc2c1cc(Cl)cc2,109.5,327.815,5,2,5_2,4
Cc1nccnc1O,153.0,110.116,0,2,0_2,3
NP(=O)(Oc1ccccc1)N,183.0,172.124,2,3,2_3,4
O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,82.3,293.754,5,1,5_1,6
COC(=O)C1(OC(=O)c2c(C1)ccc(c2)C)C(=O)OC,120.0,278.26,2,2,2_2,8
Clc1ccccc1C(F)(F)F,-6.0,180.556,0,0,0_0,5
Fc1ccc2c(c1)C(=O)CC2,58.0,150.152,0,1,0_1,8
CN/C(=N/[N+](=O)[O-])/NCC1COCC1,107.5,202.214,2,2,2_2,4
Brc1cc(CN(C2CCCCC2)C)c(c(c1)Br)N,238.0,376.136,5,3,5_3,8
c1ccc(cc1)N=Nc1ccc(cc1)Nc1ccccc1,83.0,273.339,5,1,5_1,6
OCc1ccccc1I,91.0,234.036,0,1,0_1,2
O=[N+]=O,-9.3,46.005,0,0,0_0,9
COc1c(OC)ncnc1NS(=O)(=O)c1ccc(cc1)N,192.0,310.335,4,3,4_3,5
Clc1cccc[n+]1[O-],69.0,129.546,0,1,0_1,2
N#Cc1ccc(c(c1)C)F,55.0,135.141,0,1,0_1,3
O=C(c1ccccc1O)Nc1ccccc1,137.0,213.236,5,2,5_2,0
Brc1nn(c2c1c(=O)n(cn2)N)C1CCCCC1,254.0,312.171,2,3,2_3,3
O=C1NS(=O)(=O)c2c1cccc2,229.0,183.188,2,3,2_3,8
COc1ccc(cc1)C(=O)/C=C/c1ccc(cc1)Cl,87.0,272.731,5,1,5_1,7
O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)C,266.0,240.306,5,3,5_3,1
CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccccc1)C,101.0,330.475,5,1,5_1,2
N#Cc1cc(ccc1C#N)Oc1ccnc2c1cccc2,175.45,271.279,5,3,5_3,6
CCc1cc2cc(OC)c(cc2c(n1)Cc1ccccc1)OC,78.0,307.393,5,1,5_1,6
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC,57.0,508.916,3,1,3_1,8
CC(=O)Nc1ccc(cc1)N=Nc1ccc(cc1)[N+](=Nc1ccc(cc1)NC(=O)C)[O-],317.0,416.441,4,3,4_3,5
CC(=O)/C=C/1\Cc2c1cccc2,79.0,158.2,0,1,0_1,1
OC(=O)/C=C\c1cccc(c1)O,211.5,164.16,2,3,2_3,6
Nc1cc(nn1c1ccccc1)c1ccccc1,131.0,235.29,5,2,5_2,6
O=C1NCCCN1,265.0,100.121,0,3,0_3,0
NC(=O)C(Cl)(F)F,82.0,129.493,0,1,0_1,6
IC[C@@H](C(=O)OCc1ccccc1)NC(=O)OC(C)(C)C,81.0,405.232,4,1,4_1,6
O=C1C(=O)c2ccccc2-c2c1cccc2,210.0,208.216,5,3,5_3,6
Clc1ccc(cc1)C(=O)/C=C/c1ccccc1,96.0,242.705,5,1,5_1,5
Clc1ccc(c(c1)Cl)C(=O)Cl,18.0,209.459,0,0,0_0,8
O=C1NN=C(/C/1=C/c1cccc(c1)[N+](=O)[O-])c1c(O)c2ccccc2n(c1=O)C,261.0,390.355,4,3,4_3,4
CCCCC(CO)CC,-76.0,130.231,0,0,0_0,2
[O-][n+]1c(Cl)cccc1Cl,138.0,163.991,0,2,0_2,8
OCc1ccc(o1)C=O,34.0,126.111,0,0,0_0,9
O=C(OC1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12)CCc1ccccc1,95.5,406.566,1,1,1_1,7
CN1CCN(CC1)C(=O)OC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)C2=C1SCCS2,280.0,477.999,4,3,4_3,6
CCOc1ccc(cc1)c1nnc2n1NC(S2)c1ccccc1O,177.0,340.408,5,3,5_3,1
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CC1C2(OC(O1)(C)c1ccccc1)C(=O)C)C)C,150.5,448.603,1,2,1_2,8
CCOC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)OCC,74.0,309.278,4,1,4_1,4
O/N=C/C(=O)c1ccccc1,127.0,149.149,0,2,0_2,2
NC(=O)OCCCl,75.5,123.539,0,1,0_1,9
COC(=O)CCC(C1CCC2C1(C)C(OC(=O)C)CC1C2CCC2C1(C)CCC(C2)OC(=O)C)C,116.0,490.681,1,2,1_2,5
CC(C(C)(C)C)Cl,-1.0,120.623,0,0,0_0,0
CSC(=C(C#N)C#N)SC,82.0,170.262,0,1,0_1,6
Nc1ccc(cc1)S(=O)(=O)Nc1cnccn1,251.0,250.283,2,3,2_3,9
CC12Cc3nonc3CC1CCC1C2CCC2(C1CCC2(C)O)C,152.5,330.472,1,2,1_2,6
O=CC1CCC=CC1,2.0,110.156,0,0,0_0,1
O=C1Cc2c1cc1c(c2)CC1=O,207.0,158.156,0,3,0_3,1
COc1ccc(cc1OCc1ccccc1)CNC(=O)c1ccccc1,143.0,347.414,5,2,5_2,8
CCc1nc(nc(n1)CC)NS(=O)(=O)c1ccc(cc1)N,187.0,307.379,4,3,4_3,6
O[C@@H]1[C@H]2O[C@H]3O[C@@H]1[C@H]([C@@H]([C@@H]2OC(=O)c1ccccc1)O3)O,208.85,294.259,4,3,4_3,8
[O-][N+](=O)c1cnc(n1C)C,137.0,141.13,2,2,2_2,7
O=C1CCC2(C(C1)CCC1C2CCC2(C1CCC2(O)CCc1ccccc1)C)C,177.0,394.599,1,3,1_3,9
COc1ccc(cc1)C(=O)N,166.0,151.165,2,2,2_2,2
CCN(C(O)C)CC,-70.0,117.192,0,0,0_0,3
CC(=O)c1cc(sc1C)c1ccccc1,68.0,216.305,5,1,5_1,8
OC(=O)c1ccc(c(c1)O)F,216.0,156.112,2,3,2_3,9
COC(=O)/C(=C/OP(=O)(OC)OC)/C,5.9,224.149,2,0,2_0,1
N#C[C@@H]1C[C@@H]2[C@H](C(=O)[C@@H]1C)C2(C)C,54.5,177.247,0,1,0_1,6
CC1(O)C2CC3CC1CC(C2)C3,216.0,166.264,0,3,0_3,5
CC(=O)OC[C@H]1O[C@@H](S)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C,116.0,364.372,4,2,4_2,9
Nc1cccc2c1nsn2,68.0,151.194,0,1,0_1,0
C=Cc1ccc(cc1)C,-34.0,118.179,0,0,0_0,9
CCC(=O)OCN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,170.6,338.363,4,3,4_3,9
ClCC(Cl)C,-100.0,112.987,0,0,0_0,3
CC(CC(=O)O)CC(=O)OC(=O)CC(CC(=O)O)C,46.0,274.269,2,0,2_0,1
O=C(C(=O)c1ccc(cc1)C)c1ccc(cc1)C,103.0,238.286,5,1,5_1,3
FC1(F)C(F)(F)C(C1(F)F)(F)F,-40.1,200.028,0,0,0_0,1
FB(F)F,-126.8,67.806,0,0,0_0,4
Nc1ncc(nc1)Br,115.0,174.001,0,2,0_2,8
C=CCN/C(=N/CC=C)/c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,202.0,328.5,5,3,5_3,5
OCC(=O)C1CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)CCC12C,183.5,344.451,1,3,1_3,4
Clc1ccc2c(c1)c(on2)c1ccccc1,116.0,229.666,5,2,5_2,5
CC(=O)OCC(COC(=O)C)(COC(=O)C)COC(=O)C,83.5,304.295,4,1,4_1,6
CCOC(=O)NP(=O)(N1CC1)N1CC1,89.0,219.181,2,1,2_1,5
FC(I)F,-122.0,177.919,0,0,0_0,6
O=C(c1cnoc1C)Nc1ccc(cc1)C(F)(F)F,165.5,270.21,2,2,2_2,2
Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1,161.0,416.135,5,2,5_2,0
CCCCCCCCCc1ccnc(c1)c1nccc(c1)CCCCCCCCC,62.0,408.674,3,1,3_1,4
OC(=O)CC(C(=O)O)C,111.0,132.115,2,2,2_2,6
c1cc(cc(c1)c1ccccc1)c1ccccc1,87.0,230.31,5,1,5_1,5
CN=C(CSP(=S)(OC)OC)O,51.5,229.263,2,1,2_1,4
CCOC(=O)NC(=O)N,196.5,132.119,2,3,2_3,8
OC(=O)CCCCCCCCCCCCC1C=CCC1,68.5,280.452,3,1,3_1,9
[C-]#[N+]C1CCCCC1,6.0,109.172,0,0,0_0,2
Clc1ccc(c(c1)Cl)C(=O)O,162.0,191.013,2,2,2_2,2
COC(=O)c1sccc1Cl,38.0,176.624,0,0,0_0,0
S=c1[nH]nc(o1)CCn1c(C)nc2c1cccc2,209.0,260.322,5,3,5_3,6
OC(=O)CCCCCC(=O)O,104.0,160.169,2,1,2_1,2
CCOC(=O)C#Cc1cccc(c1)C#CC(=O)OCC,56.0,270.284,2,1,2_1,4
CCCC(=O)N(c1ccccc1Cl)CSP(=S)(OC)OC,42.0,367.86,4,0,4_0,1
CC(P(C(C)(C)C)C(C)(C)C)(C)C,30.0,202.322,0,0,0_0,0
CCOC(=O)C(/C=C/1\C(=O)C2(C(C1CC2)(C)C)C)(/C=C/1\C(=O)C2(C(C1CC2)(C)C)C)C,118.0,426.597,1,2,1_2,5
Clc1ccc(cc1)/C=N/C1Nc2c(N1)cccc2,155.0,257.724,5,2,5_2,2
CCOC(=O)C(C(=O)CC(CC1CC=C(C1(C)C)C)O)C,132.0,296.407,2,2,2_2,3
OCC1(O)C2OC3(OC1C1C(C2O)([C@@H]3O)NC(=N)NC1O)O,225.0,319.27,1,3,1_3,7
FC(C(Cl)(F)F)(Cl)Cl,-35.0,187.375,0,0,0_0,9
CC1C2CC(C3C4(C1=O)C2OC(OC4CC1C3(C)C(O)CCC1(C)C)(C)C)O,217.0,392.536,1,3,1_3,7
O=C1CC[C@@]2([C@@]34C1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,169.0,341.407,1,3,1_3,3
CCCC(C(=O)O)N,307.0,117.148,0,3,0_3,8
CC(=O)c1ccc(cc1)C(C)(C)C,18.0,176.259,0,0,0_0,9
COc1ncccc1C(=O)O,149.0,153.137,2,2,2_2,7
O=Cc1c(F)cc(cc1F)O,181.0,158.103,2,3,2_3,7
